avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 285,"{'text': None, 'courses': [], 'groups': []}",4,[],Directed studies in the field of Africana Studies. May be taken two times for credit.,Unknown,0,,,Directed Studies,4,"{'text': 'AFST\xa0201 ; Freshman or sophomore classification; approval of instructor and director', 'courses': ['AFST 201'], 'groups': [['AFST 201']]}","[{'name': 'TUHKANEN M', 'gradeDistribution': {'A': 17, 'B': 67, 'C': 0, 'D': 0, 'F': 17}}]","[{'code': 'AFST 289', 'name': 'Special Topics in…', 'similarity': 95}, {'code': 'AFST 291', 'name': 'Research', 'similarity': 95}, {'code': 'AFST 252', 'name': 'Introduction to Hip-Hop Philosophy', 'similarity': 78}]",[],0
