courseSummary,courses,departments,id,name,overall_rating,recent_reviews,total_reviews,would_take_again_percent
"{'teaching': None, 'exams': None, 'grading': None, 'workload': None, 'confidence': 0.5225}","[{'course_id': None, 'course_name': 'Course Title', 'reviews_count': 3, 'avg_rating': 4.2}, {'course_id': 'AGCJ105', 'course_name': 'Introduction to Agriculture and Life Sciences Communications', 'reviews_count': 2, 'avg_rating': 4.2}, {'course_id': 'AGCJ489', 'course_name': 'Special Topics in...', 'reviews_count': 1, 'avg_rating': 4.2}]",['AGCJ'],VGVhY2hlci0yMDc2OTI1,Lori Costello,4.2,"[{'id': 'UmF0aW5nLTI4NDY1NjQz', 'course_code': 'AGCJ489', 'course_name': 'Special Topics in...', 'review_text': 'I have had Lori for many classes and she is one the best profs you could ever wish for. From always being available to her students to asking the class on what she should do to provide a better learning environment, she always puts the student first!', 'overall_rating': 4.0, 'would_take_again': True, 'grade': 'A', 'review_date': '2017-06-19T03:08:57', 'tags': ['Participation matters', 'Inspirational', 'ACCESSIBLE OUTSIDE CLASS']}]",1,100.0
