avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 323,"{'text': None, 'courses': [], 'groups': []}",3,['SOCI 323'],Major elements of the Afro-American subculture in relation to white American society and its major social institutions.,Unknown,0,,3,Sociology of African Americans,,"{'text': 'SOCI\xa0205', 'courses': ['SOCI 205'], 'groups': [['SOCI 205']]}","[{'name': 'Troy Harden', 'id': 'VGVhY2hlci0yNzg5MzUx', 'rating': 4.7, 'totalReviews': 4, 'confidence': 0.59, 'courseSummary': {'teaching': None, 'exams': ""I took Professor Harden's Sociology of African Americans class and I really enjoyed it He is an awesome prof who really cares to hear from his students and really cares about the subject He is funny and really listens to what his students have to say If I could take the class again I would 2 online tests, 1 paper, discussions and participation."", 'grading': None, 'workload': None, 'personality': None, 'policies': None}}, {'name': 'Reuben  May', 'id': 'VGVhY2hlci0xOTg1MDg3', 'rating': 3.4, 'totalReviews': 2, 'confidence': 0.545, 'courseSummary': {'teaching': ""Honestly, I tried giving this professor the benefit of the doubt. He's a really good guy with a good story, but I wouldn't take him again. Way too much reading for me."", 'exams': None, 'grading': None, 'workload': None, 'personality': None, 'policies': None}, 'gradeDistribution': {'A': 20, 'B': 60, 'C': 20, 'D': 0, 'F': 0}}, {'name': 'Carly Jennings', 'id': 'VGVhY2hlci0yMTI0OTgx', 'rating': 4.2, 'totalReviews': 1, 'confidence': 0.5225, 'courseSummary': {'teaching': None, 'exams': None, 'grading': None, 'workload': None, 'personality': None, 'policies': None}}]","[{'code': 'AFST 317', 'name': 'Racial and Ethnic Relations', 'similarity': 95}, {'code': 'AFST 324', 'name': 'Africana Social Sciences', 'similarity': 95}, {'code': 'AFST 325', 'name': 'Africana Humanities', 'similarity': 95}]",['College Station - ACST'],0
