avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 393,"{'text': None, 'courses': [], 'groups': []}",3,['ENGL 393'],"Literary movements, genres, groups of authors, topics or issues in the literature and culture of people of African descent.",Unknown,0,,3,Studies in Africana Literature and Culture,,"{'text': '3 credits of literature at 200-level or above; junior or senior classification or approval of instructor', 'courses': [], 'groups': []}","[{'name': 'OWUSU P', 'gradeDistribution': {'A': 67, 'B': 22, 'C': 11, 'D': 0, 'F': 0}}]","[{'code': 'AFST 391', 'name': 'Africana Feminisms', 'similarity': 95}, {'code': 'AFST 398', 'name': 'Africana Cinema', 'similarity': 95}, {'code': 'AFST 400', 'name': 'Global Africa', 'similarity': 95}]",[],0
