courseSummary,courses,departments,id,name,overall_rating,recent_reviews,total_reviews,would_take_again_percent
"{'teaching': ""Brunson twice, I can confidently say she's one of the best in the history department. Engaging class discussions, thought-provoking readings, and genuine care for students make her stand out. She's flexible, clear, and incredibly wise&#8212;learning from her is truly a gift."", 'exams': None, 'grading': None, 'workload': None, 'confidence': 0.545}","[{'course_id': None, 'course_name': 'Course Title', 'reviews_count': 4, 'avg_rating': 4.3}, {'course_id': 'AFST357', 'course_name': 'Out of Africa: The Black Diaspora and the Modern World', 'reviews_count': 2, 'avg_rating': 4.3}, {'course_id': 'HIST341', 'course_name': 'Latin America to 1810', 'reviews_count': 1, 'avg_rating': 4.3}, {'course_id': 'HIST481', 'course_name': 'Seminar in History', 'reviews_count': 1, 'avg_rating': 4.3}]","['HIST', 'AFST']",VGVhY2hlci0zMDUxOTIy,Takkara Brunson,4.3,[],2,100.0
