avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 401,"{'text': None, 'courses': [], 'groups': []}",3,['ASIA 401'],"Comparative history of human slavery; slavery in the Ancient World, Asia, Africa; varieties of modern slavery in the New World since 1500; abolition of slavery and continuing forms of human bondage in the contemporary world.",Unknown,0,,3,Slavery in World History,,"{'text': 'Junior or senior classification', 'courses': [], 'groups': []}","[{'name': 'Larry Yarak', 'id': 'VGVhY2hlci0zMTYyNjE=', 'rating': 3.6, 'totalReviews': 1, 'confidence': 0.5225, 'courseSummary': {'teaching': None, 'exams': 'Yarak cares a lot about his students, especially the ones who attend class every day. If you work hard, he takes notice and rewards. Be prepared to write two long essays and the tests are a little confusing.', 'grading': None, 'workload': None, 'personality': None, 'policies': None}}]","[{'code': 'AFST 391', 'name': 'Africana Feminisms', 'similarity': 95}, {'code': 'AFST 393', 'name': 'Studies in Africana Literature and Culture', 'similarity': 95}, {'code': 'AFST 398', 'name': 'Africana Cinema', 'similarity': 95}]",[],0
