avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 345,"{'text': None, 'courses': [], 'groups': []}",3,['HIST 345'],Survey of Africa since 1800; pre-colonial African states and societies; establishment and impact of European colonial rule; rise of nationalist movements; achievement of independence; problems of political stability and economic development in contemporary Africa; South Africa's apartheid regime and its opponents.,Unknown,0,,3,Modern Africa,,"{'text': 'Junior or senior classification', 'courses': [], 'groups': []}","[{'name': 'Larry Yarak', 'id': 'VGVhY2hlci0zMTYyNjE=', 'rating': 3.6, 'totalReviews': 2, 'confidence': 0.545, 'courseSummary': {'teaching': ""He is knowledgable about what he's teaching & makes it interesting. Underlines terms in lectures that you need to study for exams & gives the essay topic before the exam so you can plan an outline. Its the amount of work you should expect from a junior level course."", 'exams': None, 'grading': None, 'workload': None, 'personality': None, 'policies': None}, 'gradeDistribution': {'A': 0, 'B': 67, 'C': 0, 'D': 17, 'F': 17}}]","[{'code': 'AFST 338', 'name': 'Critical Race Discourse', 'similarity': 95}, {'code': 'AFST 339', 'name': 'African-American Literature Post-1930', 'similarity': 95}, {'code': 'AFST 344', 'name': 'History of Africa to 1800', 'similarity': 95}]",[],0
