courseSummary,courses,departments,id,name,overall_rating,recent_reviews,total_reviews,would_take_again_percent
"{'teaching': ""Professor Broussard is phenomenal Extremely easy class many exams are based off of books as well as lecture material. If you want to pass, DO THE READINGS I'd recommend this class to anyone, but expect to get a B. Only get an A if you've taken several college level history classes already and know how to write these papers."", 'exams': None, 'grading': None, 'workload': None, 'confidence': 0.68}","[{'course_id': None, 'course_name': 'Course Title', 'reviews_count': 70, 'avg_rating': 3.5}, {'course_id': 'HIST105', 'course_name': 'History of the United States', 'reviews_count': 41, 'avg_rating': 3.5}, {'course_id': 'HIST106', 'course_name': 'History of the United States', 'reviews_count': 12, 'avg_rating': 3.5}, {'course_id': 'AFST301', 'course_name': 'Blacks in the United States Since 1877', 'reviews_count': 8, 'avg_rating': 3.5}, {'course_id': 'AFST300', 'course_name': 'Blacks in the United States, 1607-1877', 'reviews_count': 7, 'avg_rating': 3.5}, {'course_id': 'HISTORY105', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 3.5}]","['AFST', 'HIST', 'HISTORY']",VGVhY2hlci0xODA3OTYy,Albert Broussard,3.5,[],8,69.1
"{'teaching': ""I've had a handful of really good teachers in my lifetime, but Dr. Krammer was simply extraordinary. History is not just his job, it's his passion."", 'exams': None, 'grading': None, 'workload': None, 'confidence': 0.5225}","[{'course_id': None, 'course_name': 'Course Title', 'reviews_count': 18, 'avg_rating': 4.9}, {'course_id': 'HIST106', 'course_name': 'History of the United States', 'reviews_count': 10, 'avg_rating': 4.9}, {'course_id': 'NAZIGERMANY', 'course_name': 'Course Title', 'reviews_count': 2, 'avg_rating': 4.9}, {'course_id': 'HISTORY', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 4.9}, {'course_id': 'HIST403', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 4.9}, {'course_id': 'AFST301', 'course_name': 'Blacks in the United States Since 1877', 'reviews_count': 1, 'avg_rating': 4.9}, {'course_id': 'NAZIHISTORY', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 4.9}, {'course_id': 'NAZIGERM', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 4.9}]","['HISTORY', 'HIST', 'NAZIHISTORY', 'NAZIGERM', 'AFST', 'NAZIGERMANY']",VGVhY2hlci00OTgyMTc=,Arnold Krammer,4.9,[],1,100.0
