courseSummary,courses,departments,id,name,overall_rating,recent_reviews,total_reviews,would_take_again_percent
"{'teaching': None, 'exams': None, 'grading': 'If you are not an auditory learner, do not take this class. He underlines important terms in lecture, but the tests are very hard and all free response/essay, which he does not explain at all before the first test. Does not use E-Campus, very unapproachable, tough grader, textbook heavy.', 'workload': None, 'confidence': 0.545}","[{'course_id': None, 'course_name': 'Course Title', 'reviews_count': 12, 'avg_rating': 3.6}, {'course_id': 'HIST200', 'course_name': 'Course Title', 'reviews_count': 2, 'avg_rating': 3.6}, {'course_id': 'AFST346', 'course_name': 'History of South Africa', 'reviews_count': 2, 'avg_rating': 3.6}, {'course_id': 'AFST345', 'course_name': 'Modern Africa', 'reviews_count': 2, 'avg_rating': 3.6}, {'course_id': 'HST200', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 3.6}, {'course_id': 'AFST300', 'course_name': 'Blacks in the United States, 1607-1877', 'reviews_count': 1, 'avg_rating': 3.6}, {'course_id': 'HIST20', 'course_name': 'Course Title', 'reviews_count': 1, 'avg_rating': 3.6}, {'course_id': 'AFST401', 'course_name': 'Slavery in World History', 'reviews_count': 1, 'avg_rating': 3.6}, {'course_id': 'ASIA350', 'course_name': 'World War II in Asia and the Pacific', 'reviews_count': 1, 'avg_rating': 3.6}, {'course_id': 'HIST348', 'course_name': 'Modern Middle East', 'reviews_count': 1, 'avg_rating': 3.6}]","['AFST', 'ASIA', 'HIST', 'HST']",VGVhY2hlci0zMTYyNjE=,Larry Yarak,3.6,[],2,33.3
