avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AGLS 392,"{'text': None, 'courses': [], 'groups': []}",2,[],"Educational work assignment by a student in the field of his or her career interest and course of study. Supervision of the student by the cooperating employer and the instructor; a technical report, approved by the instructor, on a related subject area required.",Unknown,0,,,Cooperative Education in Agriculture,40,"{'text': 'AGLS\xa0292', 'courses': ['AGLS 292'], 'groups': [['AGLS 292']]}",[],"[{'code': 'AGLS 292', 'name': 'Cooperative Education in Agriculture', 'similarity': 72}, {'code': 'AGLS 301', 'name': 'College of Agriculture and Life Sciences Study Abroad', 'similarity': 72}, {'code': 'AGLS 489', 'name': 'Special Topics in...', 'similarity': 72}]",[],0
