avgGPA,code,corequisites,credits,crossListings,description,difficulty,enrollment,labHours,lectureHours,name,otherHours,prerequisites,professors,relatedCourses,sectionAttributes,sections
-1,AFST 344,"{'text': None, 'courses': [], 'groups': []}",3,['HIST 344'],"Origins of humankind in Africa; development and spread of pastoralism, agriculture and iron-working; formation of states and empires; impact of Christianity and Islam; rise of international trade in gold, ivory and slaves; African diaspora.",Unknown,0,,3,History of Africa to 1800,,"{'text': 'Junior or senior classification', 'courses': [], 'groups': []}",[],"[{'code': 'AFST 338', 'name': 'Critical Race Discourse', 'similarity': 95}, {'code': 'AFST 339', 'name': 'African-American Literature Post-1930', 'similarity': 95}, {'code': 'AFST 345', 'name': 'Modern Africa', 'similarity': 95}]",[],0
